"peak","T3h-Neu-Rep1","T3h-Neu-Rep2","T3h-Neu-Rep3","T6h-Neu-Rep1","T6h-Neu-Rep2","T6h-Neu-Rep3","T12h-Neu-Rep1","T12h-Neu-Rep2","T12h-Neu-Rep3"
"chr11_102110112_102110703",4,14,38,33,54,2,9,8,55
"chr11_102316970_102317678",0,30,68,27,58,0,15,3,68
"chr11_102346912_102347462",1,53,95,68,101,2,18,2,132
"chr11_102546960_102547631",1,24,58,25,50,3,12,3,57
"chr11_102685720_102686351",0,15,34,14,18,0,13,2,28
"chr11_103091911_103092543",2,44,84,42,76,0,14,7,102
"chr11_103109022_103109654",3,34,111,86,144,0,36,7,131
"chr11_103325880_103326426",0,19,45,38,49,1,11,6,48
"chr11_103370040_103370589",0,20,53,27,45,0,16,9,56
"chr11_104073797_104074392",2,23,72,61,106,0,23,9,123
"chr11_104163886_104164466",0,13,41,20,50,0,16,2,50
"chr11_104198496_104199023",6,6,16,16,20,2,4,0,23
"chr11_104442276_104442787",0,12,24,17,36,0,12,2,36
"chr11_105034882_105035544",0,16,36,18,41,0,11,3,48
"chr11_105181460_105182077",0,15,43,32,49,0,15,2,53
"chr11_106022063_106022681",0,110,265,241,436,1,92,21,448
"chr11_106077112_106077745",1,84,220,181,312,0,63,19,336
"chr11_107040439_107041079",0,26,63,31,44,0,8,0,48
"chr11_107457555_107458150",4,29,80,41,63,0,20,1,69
"chr11_107565125_107565994",1,31,72,29,72,2,13,7,65
"chr11_107840626_107841200",4,46,77,39,66,2,18,6,69
"chr11_107858350_107859280",4,34,89,29,60,0,18,2,116
"chr11_107928018_107928760",1,41,76,34,56,3,17,6,54
"chr11_108008616_108009540",1,55,106,44,74,1,22,3,98
"chr11_108222387_108223286",2,120,286,201,325,3,78,17,420
"chr11_108467198_108467788",5,37,85,42,67,1,11,2,85
"chr11_108664596_108665335",0,31,74,41,98,0,18,3,92
"chr11_109087931_109088471",0,9,20,7,14,0,7,4,20
"chr11_111446479_111447010",0,31,51,30,34,0,10,3,45
"chr11_111601901_111602424",8,28,42,23,50,4,11,0,77
"chr11_111878792_111879442",1,53,101,57,105,0,20,11,135
"chr11_111926622_111927489",1,58,108,53,120,2,27,4,132
"chr11_112086382_112086987",1,45,67,26,53,1,9,7,63
"chr11_112226065_112226854",6,52,100,48,85,5,12,7,121
"chr11_113773529_113774115",1,32,66,24,61,1,15,1,84
"chr11_114400224_114400876",3,44,91,52,75,1,20,6,117
"chr11_114439134_114439689",2,39,73,38,58,0,11,2,67
"chr11_116772534_116773341",3,37,60,20,46,1,13,2,78
"chr11_117143887_117144566",2,47,57,38,55,1,11,3,90
"chr11_117327594_117328216",3,22,59,23,40,7,15,6,68
"chr11_117986144_117986725",3,28,51,16,44,0,13,3,67
"chr11_118436001_118436641",0,55,69,34,98,0,11,4,119
"chr11_119056892_119057697",6,36,63,33,81,3,19,2,115
"chr11_119084634_119085340",0,50,75,33,96,1,20,8,115
"chr11_119095027_119095920",4,100,119,75,146,1,35,10,213
"chr11_119121105_119121793",1,61,88,57,105,2,20,7,166
"chr11_119205804_119206448",4,36,65,35,57,0,13,4,76
"chr11_119334119_119334756",2,42,59,47,86,1,12,4,89
"chr11_119381479_119382004",0,34,50,19,43,0,8,3,75
"chr11_120224503_120225321",7,31,40,15,24,6,9,3,56
"chr11_121292185_121292918",6,23,36,22,52,4,11,1,71
"chr11_121417012_121417721",7,46,93,32,96,1,14,5,111
"chr11_122655398_122656320",4,34,68,25,55,0,14,3,73
"chr11_123061981_123062848",5,97,197,141,276,2,55,9,308
"chr11_124673485_124674196",0,19,40,23,39,1,9,3,42
"chr11_124953708_124954510",11,38,75,45,89,5,15,3,76
"chr11_125111372_125112180",2,95,161,91,167,4,29,12,188
"chr11_125569104_125569651",0,28,48,25,45,1,10,2,51
"chr11_125592331_125593025",0,97,161,98,233,1,24,6,234
"chr11_125625277_125626172",1,37,83,24,57,1,13,4,88
"chr11_125887291_125888153",1,45,97,47,88,0,14,4,145
"chr11_126062713_126063459",8,51,105,62,109,3,21,12,142
"chr11_126211412_126212052",4,40,67,29,74,0,13,0,72
"chr11_126268747_126269325",1,59,112,63,134,0,37,4,157
"chr11_126303807_126304535",8,28,53,29,52,2,9,4,77
"chr11_126386325_126386988",4,37,52,15,36,1,10,3,49
"chr11_128695815_128696398",6,40,77,28,52,6,13,5,103
"chr11_129895222_129895940",1,21,53,25,41,1,12,4,71
"chr11_130002506_130003498",2,68,138,78,134,1,30,16,203
"chr11_130069241_130070116",8,49,86,53,126,6,18,6,131
"chr11_134223734_134224941",1,67,131,71,142,2,21,6,144
"chr11_134253177_134253785",4,45,90,50,76,2,22,3,114
"chr12_389098_389869",3,35,62,26,57,1,12,4,64
"chr12_401080_401825",2,53,74,26,61,2,17,6,85
"chr12_752150_752671",5,35,53,23,45,5,11,3,71
"chr12_949379_950157",0,72,108,57,119,0,20,5,173
"chr12_1690648_1691219",1,57,63,47,65,0,18,5,98
"chr12_2004178_2004802",0,30,68,15,28,0,6,4,56
"chr12_2255526_2256183",2,54,85,16,20,1,9,3,95
"chr12_2812293_2813156",0,56,111,52,92,0,16,9,144
"chr12_2890566_2891086",2,31,71,23,52,2,4,1,81
"chr12_4320737_4321467",3,49,87,34,101,1,15,6,114
"chr12_6470325_6471040",2,60,97,54,94,1,24,6,139
"chr12_6493655_6494316",2,37,64,34,43,1,17,4,75
"chr12_6534042_6534753",0,42,89,54,74,1,21,6,101
"chr12_6568059_6568703",3,28,47,14,35,0,4,1,55
"chr12_6662884_6663658",5,43,81,41,80,1,23,3,108
"chr12_6688754_6689937",1,59,106,75,124,0,19,3,162
"chr12_6723830_6724439",0,43,76,34,82,0,6,2,96
"chr12_6752717_6753968",9,58,93,37,62,6,17,6,111
"chr12_6851738_6852812",1,106,174,118,205,0,37,10,263
"chr12_6890641_6891551",0,40,70,44,70,3,17,2,107
"chr12_6953511_6954255",2,33,72,29,37,0,11,5,74
"chr12_6970462_6971147",1,45,82,31,60,4,20,7,113
"chr12_7018314_7019104",4,40,83,46,97,3,16,7,111
"chr12_8026423_8027015",0,34,62,20,38,1,15,2,63
"chr12_8081978_8082563",9,37,64,16,43,0,7,3,74
"chr12_8949431_8950269",3,70,121,65,118,0,22,9,169
"chr12_9647713_9648483",0,42,57,26,74,0,20,3,105
"chr12_12010202_12010892",7,40,81,37,63,3,14,5,77
"chr12_12266667_12267553",2,28,54,13,37,1,11,4,63
"chr12_12356819_12357436",1,31,70,30,67,1,12,9,88
"chr12_12611472_12612066",1,38,63,21,46,1,15,5,73
"chr12_12999995_13000726",0,45,59,29,74,0,9,5,72
"chr12_14365268_14365887",0,52,124,69,126,1,31,7,138
"chr12_14770653_14771375",2,16,32,21,30,0,9,3,54
"chr12_14803306_14803869",2,56,137,103,186,0,32,7,154
"chr12_15789166_15789788",0,27,63,38,56,1,16,4,78
"chr12_15881972_15882545",1,38,90,72,110,1,29,3,128
"chr12_15911090_15911723",7,27,64,29,62,1,13,5,89
"chr12_16148797_16149370",4,16,46,27,61,2,14,4,62
"chr12_16220031_16220557",1,10,19,8,19,1,8,5,27
"chr12_16939642_16940275",0,17,47,61,103,1,11,7,99
"chr12_19428089_19428677",1,23,62,22,35,0,10,4,46
"chr12_19439333_19440009",1,20,51,34,84,0,13,4,109
"chr12_20368007_20368622",3,25,44,23,37,1,9,4,29
"chr12_20404643_20405439",3,20,36,24,63,0,13,5,44
"chr12_20492154_20492731",0,21,55,45,100,0,16,5,93
"chr12_21437360_21438082",0,17,77,64,93,0,23,5,135
"chr12_21501387_21501980",2,53,146,106,209,0,50,10,193
"chr12_21657502_21658149",1,38,84,69,112,0,19,6,133
"chr12_22544208_22544897",0,33,105,64,129,0,22,2,142
"chr12_22624805_22625420",0,32,64,37,68,0,17,3,66
"chr12_23683925_23684681",1,8,32,27,44,0,14,5,43
"chr12_24900895_24901432",0,18,38,23,49,1,14,4,58
"chr12_25052241_25052887",0,46,92,45,67,0,14,6,78
"chr12_25194963_25195513",0,26,50,26,53,2,19,4,68
"chr12_25250652_25251338",2,48,78,37,85,2,11,3,117
"chr12_25385988_25386531",6,42,84,57,108,0,27,8,144
"chr12_26274553_26275073",1,49,99,32,75,2,19,6,88
"chr12_26874405_26874911",0,16,35,9,23,0,7,4,40
"chr12_26937753_26938775",0,74,137,74,138,0,26,6,163
"chr12_27243858_27244519",2,47,97,35,101,0,14,4,110
"chr12_27523688_27524354",2,24,53,16,54,0,14,4,88
"chr12_27710522_27711112",3,21,56,16,51,0,11,1,59
"chr12_29380907_29381561",0,37,104,35,62,0,18,5,94
"chr12_30754615_30755371",1,40,61,42,92,2,12,4,110
"chr12_31073654_31074457",2,57,109,40,82,1,22,3,127
"chr12_31325932_31326559",0,22,42,27,44,0,12,2,39
"chr12_31362681_31363472",2,30,62,14,61,0,10,3,57
"chr12_31658990_31659567",1,49,98,38,116,1,18,7,143
"chr12_31728744_31729451",2,75,152,76,179,0,42,8,192
"chr12_31896480_31897081",0,34,72,33,54,0,15,3,67
"chr12_31959077_31959718",1,31,51,24,50,0,16,3,65
"chr12_32678884_32679600",1,63,101,54,135,1,17,5,151
"chr12_32755655_32756290",0,27,47,38,60,1,14,4,52
"chr12_34022053_34022710",3,38,77,60,90,2,21,1,98
"chr12_38316399_38317000",1,41,98,103,178,0,29,5,149
"chr12_38906461_38907063",0,18,37,30,56,0,6,7,71
"chr12_39442840_39443643",0,36,59,49,95,1,20,6,131
"chr12_39619592_39620311",4,15,50,31,45,1,14,5,68
"chr12_40105442_40106346",0,35,73,47,82,1,17,3,111
"chr12_40224467_40225225",2,36,76,24,58,0,17,4,80
"chr12_41932283_41932988",1,20,51,26,58,0,10,0,54
"chr12_42144559_42145186",1,35,73,45,90,0,10,1,102
"chr12_42325924_42326423",3,28,48,18,49,6,8,0,38
"chr12_43325622_43326301",0,14,28,13,39,0,10,4,38
"chr12_43758592_43759211",3,36,92,66,86,0,19,8,117
"chr12_43805850_43806693",5,43,96,35,68,1,19,6,84
"chr12_44948620_44949189",3,24,39,48,78,3,14,1,83
"chr12_45215744_45216289",1,29,61,29,52,1,22,3,74
"chr12_45257243_45257788",1,19,45,17,51,1,10,2,47
"chr12_45727360_45728009",0,69,113,79,133,0,27,3,208
"chr12_45728603_45729208",2,57,99,45,107,0,18,5,135
"chr12_45990144_45991045",5,85,164,97,178,0,29,12,216
"chr12_45991801_45992300",0,28,52,10,39,0,9,5,54
"chr12_46217872_46218371",0,23,22,20,28,1,8,2,39
"chr12_46268624_46269424",2,50,65,31,50,1,13,2,79
"chr12_46383174_46383712",1,39,56,48,81,2,14,5,123
"chr12_47207182_47207792",1,31,70,19,51,1,19,5,77
"chr12_48157267_48157865",6,27,54,17,60,1,11,4,75
"chr12_48197844_48198597",2,41,78,20,62,3,14,5,77
"chr12_48681971_48682647",3,62,97,39,89,0,21,3,128
"chr12_48716558_48717230",0,48,92,42,97,0,15,6,129
"chr12_48814711_48815473",3,32,63,17,32,1,12,3,75
"chr12_48852026_48852542",2,27,51,21,42,0,10,5,71
"chr12_49018481_49019146",1,43,66,38,74,0,16,6,120
"chr12_49069481_49070300",2,56,70,39,80,1,19,5,126
"chr12_49110349_49111184",14,38,91,25,73,10,8,5,108
"chr12_49130098_49131589",1,72,102,65,142,1,25,5,177
"chr12_49264378_49265673",1,44,68,40,76,3,13,2,109
"chr12_49322777_49323397",0,71,77,35,99,1,23,6,126
"chr12_49342230_49342892",6,23,54,13,26,1,12,1,59
"chr12_49567609_49568404",0,32,69,36,67,2,13,2,93
"chr12_49741192_49741951",4,74,119,75,138,4,19,6,160
"chr12_50025202_50025815",3,39,82,49,82,1,15,5,128
"chr12_50111539_50112174",0,108,186,122,230,1,53,13,314
"chr12_50166798_50167810",1,83,123,62,105,1,16,5,155
"chr12_50283265_50283952",13,22,36,13,31,4,7,1,43
"chr12_50504650_50505508",6,34,61,31,50,7,9,2,68
"chr12_50763677_50764217",1,27,44,26,46,0,3,0,68
"chr12_51026063_51026706",0,41,56,23,64,0,9,5,87
"chr12_51047655_51048454",0,66,114,47,72,1,14,6,144
"chr12_51172866_51173426",2,34,62,30,52,0,13,2,85
"chr12_51238495_51239478",6,44,74,25,60,1,13,5,94
"chr12_51368855_51369376",0,33,56,15,55,0,8,3,77
"chr12_51951137_51951747",1,21,29,17,23,0,8,4,40
"chr12_52032724_52033314",0,25,48,16,47,1,9,4,59
"chr12_52069416_52070285",3,61,89,14,73,0,13,5,91
"chr12_53005949_53006483",1,51,101,37,102,3,20,6,111
"chr12_53078892_53079727",2,54,68,29,97,4,12,8,109
"chr12_53180278_53180926",4,32,79,25,59,0,15,5,89
"chr12_53321084_53321882",1,48,84,32,62,0,6,4,87
"chr12_53379329_53380376",5,168,265,171,397,0,72,16,452
"chr12_53441155_53441949",4,47,79,42,76,8,12,4,102
"chr12_53451644_53452342",7,51,87,49,79,4,8,5,96
"chr12_53500603_53501432",2,96,148,75,149,0,25,9,217
"chr12_53625808_53626456",3,63,98,46,104,0,14,9,133
"chr12_53675822_53676532",4,47,96,41,93,4,21,5,139
"chr12_53727311_53727974",3,55,78,45,101,0,17,8,126
"chr12_54279541_54280907",3,143,189,133,240,3,35,13,318
"chr12_54304146_54304691",0,41,65,36,55,0,11,6,103
"chr12_54324710_54325356",0,73,113,67,129,0,29,10,157
"chr12_55817479_55818234",3,105,165,114,232,0,45,6,218
"chr12_55829326_55829957",0,55,95,59,113,1,15,7,114
"chr12_55926826_55927380",0,24,40,36,62,0,9,1,57
"chr12_55973415_55974174",0,142,246,155,312,2,59,15,348
"chr12_56041561_56042228",0,61,78,44,58,0,16,6,100
"chr12_56103951_56104730",1,68,91,47,93,0,13,6,152
"chr12_56117902_56118508",4,68,111,74,149,6,22,4,180
"chr12_56127746_56128368",0,58,106,49,140,1,24,7,162
"chr12_56152190_56152730",1,23,27,13,32,0,6,1,33
"chr12_56221656_56222181",0,39,64,29,60,2,10,1,86
"chr12_56223931_56224577",6,23,70,18,72,1,16,7,84
"chr12_56266564_56267300",1,34,51,20,43,0,15,1,71
"chr12_56299830_56300707",0,52,87,38,78,0,19,2,123
"chr12_56315775_56316657",1,59,85,29,50,0,10,2,88
"chr12_56333761_56334464",19,40,62,40,84,3,14,3,74
"chr12_56359936_56360644",6,70,98,49,109,7,29,5,137
"chr12_56448910_56449644",1,42,52,22,65,0,13,2,91
"chr12_56636617_56637310",11,38,60,31,55,3,14,4,88
"chr12_56645812_56646432",6,68,109,55,129,2,31,9,182
"chr12_56687922_56689183",0,51,114,65,95,3,19,4,163
"chr12_56725019_56725696",4,30,78,23,62,1,10,1,80
"chr12_57078506_57079206",4,94,153,65,148,0,32,6,198
"chr12_57088417_57089007",0,34,56,27,60,1,16,6,100
"chr12_57430817_57431338",5,30,39,32,41,1,8,2,69
"chr12_57487673_57488211",1,26,43,19,38,0,12,1,80
"chr12_57520254_57520989",0,71,127,86,136,3,28,10,172
"chr12_57546947_57547560",4,40,79,33,58,0,10,5,47
"chr12_57590759_57591572",6,19,45,12,23,7,10,4,45
"chr12_57693710_57694392",2,90,160,96,179,2,33,10,183
"chr12_57744672_57745233",1,36,46,18,55,0,9,3,51
"chr12_57752170_57752774",1,52,102,69,113,0,29,8,172
"chr12_57771551_57772367",1,55,97,45,82,1,10,3,101
"chr12_59595806_59596421",1,33,44,24,44,2,10,2,57
"chr12_62259869_62260642",2,67,127,84,148,0,38,5,170
"chr12_62260736_62261335",2,24,72,45,69,1,14,2,79
"chr12_62602274_62603628",1,74,179,87,151,2,42,14,246
"chr12_62625172_62625760",0,18,46,15,35,1,9,2,46
"chr12_62934086_62935334",0,56,119,34,69,3,18,4,102
"chr12_63779615_63780342",3,53,93,74,139,0,24,9,149
"chr12_63843511_63844413",0,40,82,38,74,0,14,5,133
"chr12_64222032_64222798",3,44,99,38,93,0,24,5,108
"chr12_64404020_64405123",5,66,107,72,125,1,41,9,164
"chr12_64625274_64625971",1,23,79,22,50,0,13,6,65
"chr12_64759137_64759764",0,29,57,31,61,2,11,3,66
"chr12_66169079_66170275",4,86,155,68,114,1,31,9,178
"chr12_66233939_66234464",1,24,50,27,39,0,10,0,66
"chr12_66302201_66302868",2,50,80,36,87,0,13,3,93
"chr12_67268583_67269514",2,103,263,146,271,2,55,15,265
"chr12_68331883_68332718",6,74,146,70,125,3,33,7,151
"chr12_68364985_68365679",1,121,230,110,223,1,44,11,253
"chr12_68610337_68611157",1,54,87,36,69,1,19,1,118
"chr12_68686626_68687178",1,28,65,45,70,0,23,3,89
"chr12_68745693_68746475",1,42,58,31,67,0,10,3,71
"chr12_69359455_69360458",2,67,115,56,115,0,15,9,159
"chr12_69585154_69586072",1,50,105,35,76,2,21,5,129
"chr12_69738374_69738906",0,30,53,45,66,1,13,7,109
"chr12_70242549_70243678",2,56,128,70,126,2,16,10,137
"chr12_71663584_71664518",2,83,222,139,229,0,52,9,223
"chr12_71685754_71686655",0,48,118,85,155,1,41,6,193
"chr12_71754498_71755150",3,28,78,53,106,0,24,5,128
"chr12_71839341_71840010",1,36,74,42,60,2,12,5,64
"chr12_74021778_74022317",1,10,42,44,57,0,11,4,55
"chr12_74537500_74538118",0,27,81,102,142,1,30,8,146
"chr12_75329799_75330616",1,17,63,59,89,0,26,7,94
"chr12_75334147_75334770",1,23,54,38,52,1,12,5,56
"chr12_75390759_75391447",0,52,132,82,162,0,27,8,160
"chr12_75480453_75481036",0,20,59,31,53,0,13,5,70
"chr12_75511402_75512012",2,37,115,124,169,2,41,8,147
"chr12_75964023_75964596",1,27,61,24,52,2,13,8,68
"chr12_75977832_75978431",4,27,86,51,73,3,22,7,79
"chr12_76020118_76020727",2,13,33,12,22,0,6,2,28
"chr12_76031339_76032000",3,29,68,42,70,1,21,11,90
"chr12_76084463_76085043",1,41,118,75,104,0,27,10,118
"chr12_76155821_76156436",7,26,77,18,39,0,9,4,49
"chr12_76158643_76159173",1,29,44,13,22,0,8,3,44
"chr12_76348110_76348727",3,41,77,47,101,2,21,4,96
"chr12_76558665_76560233",0,88,161,76,175,0,45,12,215
"chr12_76588747_76589278",2,19,43,39,72,1,13,6,65
"chr12_76763649_76764535",4,68,148,72,196,0,42,13,201
"chr12_76878745_76879554",1,20,36,18,34,0,10,3,50
"chr12_77065286_77065899",2,32,58,49,88,0,27,6,120
"chr12_77925405_77925939",1,19,42,55,56,0,10,1,68
"chr12_77998957_77999540",0,15,25,21,53,0,17,3,63
"chr12_78033962_78034490",1,25,59,46,67,0,16,2,80
"chr12_79927960_79928551",2,9,36,19,26,2,14,4,46
"chr12_79934809_79935547",0,74,178,109,226,0,37,9,232
"chr12_80939502_80940105",1,30,73,31,65,1,14,6,69
"chr12_81942502_81943078",0,9,54,59,83,0,15,9,98
"chr12_82358231_82358984",1,87,256,235,358,1,78,20,370
"chr12_82685621_82686150",0,20,58,39,73,2,18,3,78
"chr12_82686318_82687080",2,56,113,85,131,1,28,11,151
"chr12_83823536_83824106",2,24,67,55,110,0,16,4,93
"chr12_85424498_85425125",1,16,25,34,60,0,10,2,53
"chr12_85575648_85576161",0,13,30,28,30,0,6,1,56
"chr12_86235197_86235720",1,2,21,22,22,2,8,1,22
"chr12_88035215_88035976",1,37,97,61,106,0,29,10,128
"chr12_88141839_88142499",0,83,235,152,303,0,59,19,322
"chr12_88434244_88434828",0,16,35,20,36,1,15,4,39
"chr12_88580045_88580868",2,41,93,39,75,3,25,2,90
"chr12_89162595_89163226",4,39,89,34,71,1,14,2,74
"chr12_89346208_89346840",0,45,117,38,94,1,26,7,118
"chr12_89352350_89352913",3,43,101,56,113,1,18,5,119
"chr12_89524527_89525159",4,26,47,20,65,0,14,6,53
"chr12_89525820_89526418",1,38,62,33,64,1,12,2,67
"chr12_89708575_89709088",2,27,49,38,46,1,14,0,61
"chr12_89709201_89709930",4,75,139,102,180,0,42,5,243
"chr12_89733512_89734039",1,23,60,31,65,1,8,4,55
"chr12_89756607_89757132",1,38,70,51,63,1,14,3,77
"chr12_89769043_89769643",3,16,47,18,24,2,10,3,47
"chr12_90253660_90254196",0,43,85,61,114,2,34,7,140
"chr12_92070944_92071506",0,13,47,12,28,1,9,6,39
"chr12_92145648_92146403",1,99,196,143,246,0,49,8,279
"chr12_92539030_92539657",15,13,43,19,35,17,9,2,32
"chr12_92593779_92594324",0,42,71,28,54,0,16,4,59
"chr12_92928973_92929718",0,65,145,85,155,7,27,5,179
"chr12_93377451_93378509",0,43,77,41,97,0,8,1,93
"chr12_93441617_93442484",5,50,130,51,99,0,28,10,174
"chr12_93467203_93467937",1,36,65,28,54,0,17,3,82
"chr12_93677075_93677656",0,35,79,27,54,0,20,2,86
"chr12_94244681_94245276",5,36,75,24,68,1,14,10,95
"chr12_94675923_94676534",4,37,67,16,48,1,9,3,54
"chr12_95003439_95003980",2,20,63,32,39,0,6,3,67
"chr12_95073329_95073869",1,31,53,30,33,1,14,5,51
"chr12_95217338_95218047",0,81,213,124,228,0,47,10,299
"chr12_95473748_95474330",2,52,93,43,92,0,22,3,103
"chr12_95858619_95859179",0,58,84,44,66,0,20,3,88
"chr12_96035139_96036030",1,61,135,65,100,8,27,6,145
"chr12_96120645_96121157",1,34,73,31,75,0,13,3,70
"chr12_96400058_96400672",0,29,55,20,53,0,12,4,65
"chr12_96906739_96907329",3,22,44,29,63,1,18,6,58
"chr12_98397145_98397965",0,14,37,21,43,2,10,6,52
"chr12_98439805_98440431",1,32,109,50,70,1,23,4,84
"chr12_98503475_98504459",3,51,114,65,90,0,20,5,124
"chr12_98515013_98515864",0,42,77,57,89,1,23,7,94
"chr12_98516092_98516788",1,32,62,30,45,3,16,1,52
"chr12_98593293_98593910",0,53,119,92,132,2,24,10,159
"chr12_98644560_98645498",3,70,174,100,197,1,40,15,260
"chr12_100142411_100143290",5,27,73,39,63,2,13,2,89
"chr12_100266599_100267373",3,58,167,93,142,0,40,7,200
"chr12_100573404_100574057",1,24,48,20,27,0,14,4,58
"chr12_100699188_100699687",0,18,36,17,38,0,7,2,26
"chr12_100987790_100988383",0,14,58,34,64,1,17,4,66
"chr12_101279813_101280368",0,14,56,27,57,0,15,2,71
"chr12_101407565_101408282",5,29,57,24,44,3,13,3,68
"chr12_101830758_101831360",0,46,58,34,80,0,9,4,77
"chr12_101877253_101877873",0,32,49,31,52,0,6,7,61
"chr12_102061755_102062374",4,29,69,30,57,1,13,4,64
"chr12_102119874_102120446",1,41,75,27,72,0,14,4,85
"chr12_103929846_103930504",5,109,180,102,192,0,35,14,224
"chr12_103956555_103957668",3,43,92,36,68,3,16,4,89
"chr12_103965604_103966230",0,51,80,37,54,1,11,6,109
"chr12_104064118_104065014",5,42,89,30,62,4,12,4,104
"chr12_104137908_104138472",1,40,66,42,60,1,18,3,84
"chr12_104286620_104287293",3,39,96,46,66,0,14,5,82
"chr12_104456566_104457090",1,25,41,20,50,0,6,1,56
"chr12_104986051_104986610",0,41,45,27,43,2,14,4,51
"chr12_105107369_105108242",4,64,99,54,96,2,25,3,163
"chr12_106357528_106358231",2,46,110,59,119,1,21,6,174
"chr12_106773928_106774605",2,60,106,63,88,3,19,4,148
"chr12_107093292_107094127",1,45,86,56,82,1,24,12,131
"chr12_107318143_107318721",2,27,28,20,47,2,12,3,49
"chr12_107685444_107686106",5,20,58,28,47,1,7,7,75
"chr12_108514876_108515591",5,50,94,50,94,1,16,6,113
"chr12_108562237_108562775",2,35,43,42,65,1,6,1,84
"chr12_108731373_108732327",4,62,107,65,136,2,17,4,169
"chr12_109573072_109573973",0,75,165,109,162,3,36,11,205
"chr12_109713365_109713898",1,39,59,37,58,2,12,1,99
"chr12_109995923_109996647",4,35,69,21,42,4,13,4,80
"chr12_110048283_110048877",0,41,71,19,45,2,8,3,68
"chr12_110280802_110281436",2,29,66,37,52,1,7,6,82
"chr12_110449689_110450567",2,43,68,32,56,1,13,4,73
"chr12_110468044_110469545",1,89,129,71,120,1,32,10,182
"chr12_110501453_110502608",2,59,136,58,82,3,20,7,153
"chr12_110742551_110743165",2,38,50,28,54,1,12,1,88
"chr12_111405316_111406041",2,45,100,82,144,2,26,4,200
"chr12_111841688_111842456",2,43,66,32,62,0,10,2,77
"chr12_112012762_112013698",2,68,108,73,115,0,15,3,154
"chr12_112125156_112125761",2,37,60,29,54,2,11,7,83
"chr12_112382089_112382691",3,28,62,26,46,0,4,4,61
"chr12_112418502_112419380",2,31,40,31,43,2,12,2,81
"chr12_113184769_113185675",5,49,78,38,80,2,12,3,128
"chr12_113208093_113209014",1,72,97,35,94,0,13,9,125
"chr12_113220904_113221586",10,108,161,91,199,2,28,11,250
"chr12_113421983_113422642",1,36,61,10,35,1,14,1,40
"chr12_113966054_113966639",2,41,58,48,69,2,13,3,90
"chr12_116277316_116278167",3,22,26,27,42,3,1,3,38
"chr12_116737855_116738504",5,47,92,35,91,1,17,1,129
"chr12_117063171_117063701",1,53,81,35,81,1,18,4,119
"chr12_118016398_118016997",2,21,41,29,42,0,9,1,57
"chr12_118135781_118136655",3,29,38,21,36,1,10,4,90
"chr12_118372759_118373337",1,47,65,37,81,1,18,4,101
"chr12_119667578_119668144",6,48,58,37,75,1,16,3,111
"chr12_120086883_120087732",1,49,92,43,83,0,21,5,134
"chr12_120116665_120117386",2,34,67,33,72,1,17,7,99
"chr12_120200935_120201495",1,62,72,49,97,1,23,5,137
"chr12_120317306_120318048",2,49,91,62,107,0,18,5,134
"chr12_120437695_120438493",2,60,73,54,107,0,17,7,128
"chr12_120446096_120446677",3,26,54,20,53,2,9,3,79
"chr12_120495687_120496269",1,25,55,34,74,0,6,4,100
"chr12_120581120_120581720",0,29,53,26,55,0,13,8,88
"chr12_120686251_120687193",2,77,149,120,234,2,33,12,291
"chr12_121351923_121352767",5,50,83,46,86,0,18,5,131
"chr12_121399716_121400266",4,48,87,50,96,4,19,3,146
"chr12_121536939_121537636",0,31,61,27,38,0,11,4,75
"chr12_121626032_121626722",3,48,56,43,58,3,13,1,102
"chr12_121649343_121650304",1,33,48,28,46,1,11,3,69
"chr12_121686752_121687381",3,57,84,64,102,3,14,6,148
"chr12_121793977_121794573",0,40,55,22,54,1,13,4,93
"chr12_121794954_121795453",2,26,44,11,30,1,5,1,45
"chr12_121802760_121803662",2,24,47,27,67,1,17,6,69
"chr12_121811774_121812418",2,20,43,14,34,1,5,1,40
"chr12_121839281_121839907",1,36,67,40,78,0,15,4,96
"chr12_121888309_121889083",2,55,80,43,105,3,23,3,133
"chr12_122078316_122078920",2,38,51,34,61,2,12,3,91
